CountryName,CountryCode,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Kuwait,KWT,38.6403312683105,39.0228805541992,42.0494689941406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5053787231445,NA,23.3573703765869,NA,NA,NA,NA,16.7194595336914,13.5290699005127,7.90022993087769,NA,2.76917004585266,0.987800002098083,NA,NA,NA,NA,NA,0.134519994258881,3.09491991996765,4.69246006011963,7.53927993774414,9.533860206604,6.48407983779907,NA,NA,NA,NA,NA,NA,NA
Kyrgyz Republic,KGZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8531608581543,15.1578702926636,12.1436004638672,10.7008399963379,9.6591100692749,NA,9.4519100189209,10.7173233032227,11.4152879714966,11.7254953384399,10.0638589859009,10.056468963623,8.84718894958496,8.19727897644043,7.88015699386597,7.77018356323242,6.85694074630737,6.84499740600586,6.73655223846436
Lao PDR,LAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9327201843262,43.154598236084,40.7854804992676,NA,NA,35.8830718994141,34.9377784729004,35.389591217041,37.2220687866211,37.0630798339844,34.209789276123,33.2233581542969,31.2856101989746,30.4029102325439,29.0950908660889,28.9587898254395,26.7113304138184,25.0915908813477,30.340539932251,30.0497093200684,28.2437477111816,26.8181228637695,22.9334354400635,21.1425361633301,24.4584560394287,23.315279006958,25.8060817718506,27.9465885162354,30.4633007049561,31.6027793884277,33.9709548950195
Late-demographic dividend,LTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & Caribbean,LCN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & Caribbean (excluding high income),LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & the Caribbean (IDA & IBRD countries),TLA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,LVA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451220005750656,0.802119970321655,0.547360002994537,1.16965997219086,1.49889004230499,1.54365003108978,1.61277997493744,1.30751001834869,0.792659997940063,0.718909978866577,1.46977996826172,1.25648999214172,0.903159976005554,NA
Least developed countries: UN classification,LDC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,LBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,LSO,NA,24.0216503143311,17.6690902709961,NA,NA,NA,29.5065898895264,11.2791204452515,12.65159034729,13.6622495651245,12.7794599533081,12.0169897079468,8.43284034729004,16.5404090881348,12.5895004272461,15.8915300369263,NA,NA,NA,NA,13.4743204116821,14.3740997314453,18.1085605621338,17.1760807037354,NA,16.1192092895508,NA,19.5119705200195,15.1336898803711,19.3793907165527,17.3773708343506,16.6407699584961,12.4214496612549,11.792670249939,8.82637977600098,8.68210983276367,12.2256202697754,11.4747896194458,9.18031024932861,8.88358020782471,9.48680019378662,11.3748397827148,9.80714988708496,10.887900352478,12.936429977417,15.7598495483398,13.3087854385376,NA,NA,NA,NA,NA
Liberia,LBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4985694885254,NA,NA,29.0782699584961,NA,27.9087200164795,32.4250144958496,NA,NA,39.412769317627,NA,NA
Libya,LBY,NA,NA,NA,NA,NA,NA,32.5603408813477,31.8267498016357,NA,30.9088497161865,25.3746490478516,NA,18.940580368042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,LIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02706003189087,NA,NA,NA,NA,6.22754001617432,8.54092979431152,NA,NA,7.24299001693726,NA,NA,NA,NA,NA,5.93667984008789,5.87467002868652,NA,3.31033992767334,NA
Lithuania,LTU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57096004486084,4.29982995986938,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459399998188019,0.733590006828308,0.17013999819755601,0.0943500027060509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Low & middle income,LMY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Low income,LIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower middle income,LMC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,LUX,NA,13.4445896148682,13.6702899932861,11.563850402832,12.0896997451782,11.3113098144531,10.6144504547119,NA,NA,NA,NA,12.4383401870728,14.8667001724243,13.4395704269409,NA,15.0246696472168,10.7881002426147,21.9894409179688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57829999923706,2.16565990447998,13.9845504760742,14.3754796981812,13.9360599517822,14.2217798233032,4.56698989868164,4.3167200088501,6.18061017990112,4.86815023422241,NA,2.33174991607666,1.21421003341675,1.12459003925323,2.69062995910645,2.0855700969696,2.92656993865967,2.10514998435974,3.30569005012512,2.93249011039734,3.545490026474,4.18064022064209,4.05855989456177,NA
"Macao SAR, China",MAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8811902999878,NA,7.99563980102539,NA,NA,NA,NA,NA,NA,18.3727493286133,14.0953598022461,9.82991027832031,6.73171997070312,6.97833013534546,8.43723011016846,10.5605602264404,10.4444904327393,10.0153198242188,9.12316036224365,8.84955978393555,5.60504007339478,5.38777017593384,3.875,NA,1.72581005096436,1.36206996440887,5.96610021591187,12.8095197677612,15.3283596038818,18.0277805328369,17.3846206665039,16.4146308898926,11.9877996444702
Madagascar,MDG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0475082397461,NA,41.7956504821777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7388439178467,24.1733989715576,23.9135894775391,23.9054489135742,25.70339012146,30.5863399505615,31.723611831665,29.2683010101318,34.5649871826172
Malawi,MWI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6324901580811,31.3052997589111,27.6776695251465,20.9213199615479,16.8811302185059,18.4738998413086,20.9767551422119,NA,20.969596862793,20.545560836792,21.921329498291,22.8336391448975,25.167049407959,NA,19.3279304504395,24.1112499237061,NA,NA,NA
Malaysia,MYS,49.4757385253906,48.1506118774414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18061999976635,0.0436300002038479,4.12305021286011,6.88175010681152,0.404139995574951,2.6777400970459,10.4220504760742,9.0972204208374,11.6081800460815,10.7656402587891,9.33306980133057,8.24090003967285,7.83042001724243,9.03491020202637,8.65711975097656,9.84259033203125,11.8694896697998,13.9093999862671,14.1650104522705,15.5374097824097,15.7054004669189,15.9584398269653,13.6137018203735,9.72833824157715
Maldives,MDV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.79948043823242,5.18331003189087,4.28889989852905,8.17177963256836,NA,NA,NA,NA,NA,NA,NA,2.01112961769104,NA,10.5968074798584,17.5947799682617,14.8575468063354,20.0603866577148,23.2964324951172,14.6706218719482,15.3263263702393,16.8309783935547,0.967228055000305,NA,NA
Mali,MLI,91.5702514648438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0831108093262,61.012279510498,58.1655311584473,NA,NA,53.9436302185059,50.7537117004395,53.3712005615234,60.3965301513672,58.5992889404297,NA,NA,NA,NA
Malta,MLT,22.3023700714111,19.0796203613281,NA,NA,NA,1.23275005817413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0162398815155,0.573939979076385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214100003242493,0.73676997423172,1.04755997657776,1.47766995429993,1.93708002567291,NA
Marshall Islands,MHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56383991241455,NA,NA,NA,NA,NA,NA,NA
Mauritania,MRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6281394958496,56.4420509338379,NA,56.3694496154785,53.6563606262207,56.8416404724121,NA,NA,NA,NA,NA,33.0456314086914,43.9390487670898,42.1235008239746,NA,47.4797210693359,45.7978591918945,39.6199798583984,31.7803592681885,NA,NA,NA
Mauritius,MUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.429069519043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2541599273682,16.6074199676514,12.079400062561,11.8576602935791,13.4487895965576,NA,7.20506000518799,NA,NA,NA,NA,NA,NA,NA,NA,2.91215229034424,3.84694862365723,6.60207986831665,7.23114013671875,3.73987007141113,5.31796979904175,5.76072978973389,4.36939001083374,NA,NA
Mexico,MEX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3319606781006,18.8214893341064,NA,13.7107400894165,10.1846704483032,8.75870037078857,8.67055988311768,6.43915987014771,5.19506978988647,4.93431997299194,5.29831981658936,6.85407018661499,7.14369010925293,6.91111993789673,4.17331981658936,2.6849000453949,1.29118001461029,1.76096999645233,4.17754983901978,6.15606021881104,6.17157983779907,6.48128986358643,6.91771984100342,NA
"Micronesia, Fed. Sts.",FSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7720499038696,NA,15.2789344787598,15.1615571975708,36.0474624633789,28.3673477172852,22.9563751220703,20.5215911865234,15.2975692749023
Middle East & North Africa,MEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (excluding high income),MNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (IDA & IBRD countries),TMN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle income,MIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,MDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14425992965698,3.20910000801086,4.05176019668579,2.45993995666504,3.09842991828918,6.2888298034668,6.28927993774414,9.51058959960938,10.4327402114868,12.0217304229736,13.0321197509766,13.6945600509644,13.8251104354858,14.7836503982544,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,MCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,MNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3740406036377,23.306079864502,25.7944793701172,24.3487701416016,20.8231201171875,18.4641304016113,15.1514701843262,12.0150098800659,5.17009019851685,3.92508006095886,0.822920024394989,2.6263599395752,4.56621980667114,5.16636991500854,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.27274179458618,5.16580057144165,4.89431858062744,1.8246922492981,3.33618068695068
Montenegro,MNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89913988113403,4.50663995742798,4.70518016815186,4.18180990219116,4.1994800567627,3.78028011322021,3.23547005653381,3.14976000785828
Morocco,MAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.599739074707,50.6773414611816,NA,NA,40.3011283874512,NA,36.5503616333008,36.2022399902344,34.1999015808105,32.874828338623,NA,29.0956993103027,26.036750793457,21.5865993499756,NA,NA,NA,NA,14.6514501571655,14.5635499954224,13.2582702636719,11.0328102111816,10.6478900909424,5.86939001083374
Mozambique,MOZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.9888305664062,64.6281433105469,65.4498062133789,63.6107597351074,NA,NA,69.1279678344727,67.5586624145508,64.9671478271484,62.3282585144043,50.3780097961426,NA,56.8633918762207,51.3721504211426,49.547779083252,45.3659210205078,42.2231788635254,40.5026016235352,39.6029281616211,41.5628814697266,43.2803688049316,42.294490814209,43.8820114135742,44.6154289245605,NA,NA,NA,NA,37.3767471313477,NA,43.479305267334
Myanmar,MMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.896369934082,52.5432395935059,51.9928016662598,52.3105812072754,45.0781288146973,43.4301414489746,40.4298515319824,38.6881217956543,NA,36.0613784790039,33.4476585388184,NA,NA,NA,NA,NA,NA,12.1253995895386,9.28390026092529,NA,NA,NA,NA
Namibia,NAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08689022064209,5.89827013015747,8.11948013305664,10.6963500976562,3.30379009246826,12.3176698684692,8.88580989837646,9.89945030212402,10.0010299682617,8.60356998443604,NA,NA,NA,NA,4.47428178787231,NA,NA,2.45297908782959,2.30473756790161,1.21679449081421,NA,NA,NA,NA,NA
Nauru,NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3253002166748,NA,14.4495401382446,NA,NA,10.991379737854,NA,NA,NA
Nepal,NPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54249000549316,4.41956996917725,NA,NA,NA,13.9153442382812,9.83935260772705
Netherlands,NLD,5.54680013656616,3.18879008293152,3.06751990318298,3.17886996269226,3.32281994819641,2.9520800113678,2.95964002609253,2.93660998344421,2.94316005706787,2.90342998504639,2.84635996818542,2.84376001358032,3.08349990844727,3.14401006698608,3.54513001441956,3.69778990745544,3.4870400428772,3.1431999206543,2.45666003227234,2.80302000045776,2.8905200958252,11.1061697006226,11.5366401672363,NA,0.614080011844635,0.837930023670197,0.982829988002777,NA,0.44650000333786,NA,NA,1.04943001270294,NA,NA,1.55263996124268,NA,NA,NA,NA,NA,0.164609998464584,0.0873199999332428,NA,NA,0.167559996247292,0.183239996433258,0.249589994549751,0.263319998979568,0.181679993867874,0.221790000796318,0.230010002851486,NA
New Caledonia,NCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZL,NA,NA,NA,NA,NA,NA,2.24926996231079,NA,0.0277299992740154,NA,NA,NA,NA,NA,NA,1.86951005458832,2.15851998329163,0.4166100025177,0.570949971675873,NA,2.66494989395142,2.40671992301941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81515002250671,2.56799006462097,2.34217000007629,1.82634997367859,1.52234995365143,1.26512002944946,1.09174001216888,1.32702994346619,1.50847995281219,NA
Nicaragua,NIC,57.1512413024902,NA,NA,NA,NA,NA,NA,NA,NA,43.9925689697266,NA,NA,41.6252212524414,48.8860893249512,48.3069381713867,49.926570892334,48.9202690124512,NA,48.8993682861328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2359504699707,35.3217391967773,31.0759296417236,NA,27.3285903930664,24.207670211792,13.8290195465088,NA,NA,NA,19.2549705505371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,NA,NA,NA,97.4868774414062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.8422164916992,92.2434692382812,NA,NA,NA,NA,NA,91.4139404296875,NA,91.1601409912109,NA,91.0526123046875,90.7050933837891,90.7215423583984,89.6759033203125,86.1042098999023,NA,83.4771423339844,84.3219909667969,84.6147232055664,82.5876007080078,82.9121780395508,NA,NA,75.7293014526367,73.9907531738281,70.7027969360352,69.5605926513672,69.8919219970703,72.7761764526367,NA,73.69482421875,NA
Nigeria,NGA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North America,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Macedonia,MKD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96077013015747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Mariana Islands,MNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,NOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260589987039566,0.279650002717972,0.363079994916916,0.305090010166168,0.497339993715286,0.652249991893768,0.851350009441376,0.577180027961731,0.126210004091263,NA,NA,NA,NA,NA,0.0377999991178513,0.266719996929169,0.222340002655983,0.33924999833107,0.461919993162155,0.550759971141815,0.450650006532669,0.586700022220612,0.463239997625351,NA
Not classified,INX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OECD members,OED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,OMN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9182891845703,NA,NA,NA,NA,NA,NA,43.0518112182617,NA,34.4821586608887,32.2504196166992,35.1135711669922,33.7538108825684,31.4263496398926,30.4211807250977,26.5785598754883,NA,21.0934104919434,17.9834403991699,18.2105903625488,19.9341793060303,17.838020324707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70696997642517,2.4414598941803,2.6389000415802,4.59043979644775,12.1437196731567,12.0973100662231,13.7046699523926
Other small states,OSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pacific island small states,PSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7003211975098,NA
Palau,PLW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3333282470703,NA,NA
Panama,PAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3430309295654,21.4954700469971,18.299409866333,15.8662300109863,NA,17.2471408843994,18.7664909362793,NA,NA,12.3316402435303,10.0941600799561,8.20829963684082,9.76605033874512,NA,6.04820013046265,9.97564029693604,8.33497047424316,NA,10.9428997039795,NA,NA,NA,NA,NA
Papua New Guinea,PNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1183280944824,NA,NA,NA,NA
